LATITUDE,LONGITUDE,index
55.921686,14.085536,373
56.8333333,15.4666666,374
56.266667,15.265,375
56.6833333,16.3,376
56.685531,16.287578,377
56.9166666,18.15,378
67.701022,24.84685,379
62.171111,27.868611,380
64.05,24.7166666,381
60.4666666,23.65,382
60.25,20.75,383
69.05,20.7833333,384
69.75,27.0,385
68.607269,27.405328,386
68.362586,23.424322,387
67.9666666,23.6833333,388
67.395033,26.619133,389
66.7666666,23.9666666,390
66.564822,25.830411,391
66.8333333,28.6666666,392
65.6666666,24.5166666,393
65.3833333,24.1,394
65.781889,24.5991,395
65.4166666,26.9666666,396
65.987575,29.239381,397
65.0333333,24.5666666,398
65.0333333,24.8,399
64.930061,25.354564,400
64.9333333,28.75,401
64.285472,27.692414,402
63.721172,23.143131,403
64.3333333,23.45,404
63.4333333,21.0666666,405
63.05065,21.762175,406
63.127078,23.051442,407
63.0833333,25.8666667,408
63.00715,27.797756,409
63.75,22.5166666,410
62.5333333,24.2166666,411
62.692119,22.832328,412
62.662906,29.60755,413
62.399453,25.678253,414
62.7666666,30.9833333,415
61.8333333,22.4666666,416
61.414147,23.604392,417
61.85605,24.7866,418
61.6866,27.201794,419
61.943064,28.945136,420
61.461686,21.799983,421
61.044553,28.144397,422
60.8166666,23.5,423
60.7166666,21.0333333,424
60.9666666,25.6333333,425
60.896394,26.938353,426
60.2833333,27.1833333,427
60.122203,19.898156,428
60.15,19.8666666,429
60.514142,22.262808,430
60.317222,24.963333,431
60.254558,25.042828,432
60.3833333,26.9666666,433
59.5,20.35,434
59.9666666,19.95,435
59.7833333,21.3666666,436
59.7666666,22.95,437
59.9333333,24.0166666,438
59.9833333,25.6,439
60.1,25.0666666,440
60.2,25.6333333,441
60.2833333,26.45,442
60.3,19.1333333,443
60.75,-0.85,444
59.878889,-1.295556,445
60.1333333,-1.1833333,446
60.432778,-1.296111,447
59.5333333,-1.6333333,448
59.0833333,-4.4,449
59.1166666,-5.8166666,450
60.1166666,-2.0666666,451
58.957778,-2.905,452
57.481111,-7.362778,453
57.3333333,-7.3666666,454
58.215556,-6.331111,455
57.7166666,-4.8833333,456
57.8666666,-5.6333333,457
57.0333333,-7.45,458
57.25,-5.8,459
57.4166666,-5.6833333,460
56.8166666,-4.9666666,461
58.2833333,-4.4333333,462
56.8666666,-4.7,463
58.8666666,-3.3833333,464
57.5425,-4.0475,465
57.8166667,-3.9666667,466
57.2,-3.8333333,467
57.1166666,-3.6333333,468
57.649386,-3.560636,469
57.705214,-3.339169,470
57.35,-3.35,471
56.8833333,-3.4166666,472
58.458889,-3.093056,473
57.0833333,-2.8333333,474
56.85,-2.2666666,475
57.201944,-2.197778,476
57.5,-1.7666666,477
57.7,-2.1166666,478
56.499167,-6.869167,479
55.6833333,-6.25,480
55.4333333,-5.7,481
56.4,-5.0,482
55.7,-5.3,483
54.85,-4.95,484
55.9,-4.5333333,485
55.509444,-4.586667,486
55.5166666,-4.5833333,487
55.9666666,-4.8,488
55.6,-4.2166666,489
55.437222,-5.686389,490
55.871944,-4.433056,491
56.3166666,-3.7333333,492
56.4166666,-4.3166666,493
54.8,-4.0,494
55.6166666,-3.7333333,495
55.7,-2.3833333,496
55.95,-3.3725,497
55.3166666,-3.2,498
56.452499,-3.025833,499
55.05,-2.55,500
55.9333333,-3.35,501
56.372889,-2.868444,502
56.3,-2.5833333,503
55.3666666,-2.5166666,504
54.083333,-4.623889,505
54.5166666,-3.6,506
54.6166666,-3.1666666,507
54.131167,-3.263667,508
54.9333333,-2.9666666,509
54.9375,-2.809167,510
54.5,-2.6833333,511
54.5666666,-2.4166666,512
54.6833333,-2.45,513
55.2833333,-2.2833333,514
54.817,-2.083,515
55.0166666,-1.8666666,516
55.424167,-1.603333,517
55.0375,-1.691667,518
54.9833333,-1.6,519
54.292383,-1.5354,520
54.137186,-1.420253,521
54.509189,-1.429406,522
54.205522,-1.382094,523
54.2,-1.3833333,524
54.048911,-1.252747,525
54.5666666,-0.8666666,526
54.3666666,-0.6666666,527
54.1,-0.1666666,528
53.248097,-4.535339,529
53.1,-3.9333333,530
53.25,-3.5,531
53.2166666,-3.2166666,532
53.5,-3.0666666,533
53.771667,-3.028611,534
53.178056,-2.977778,535
53.333611,-2.849722,536
53.1333333,-1.9833333,537
53.353744,-2.27495,538
53.8166666,-1.8666666,539
53.6,-1.6666666,540
53.865897,-1.660569,541
50.12,-5.52,542
53.3333333,-2.15,543
53.0,-1.25,544
53.834333,-1.1955,545
52.962225,-0.561625,546
53.307778,-0.550833,547
53.574444,-0.350833,548
53.166167,-0.523811,549
53.03035,-0.483242,550
53.8666666,-0.4333333,551
53.4666666,0.0666666,552
53.093014,-0.166014,553
53.0833333,0.2666667,554
52.7833333,-4.7333333,555
53.474722,-1.004444,556
52.75,-3.4666666,557
52.798169,-2.668042,558
52.640028,-2.305578,559
52.831111,-1.328056,560
52.735711,-0.648769,561
52.612558,-0.476453,562
52.8666667,0.15,563
52.648353,0.550692,564
52.95,1.1333333,565
52.675833,1.282778,566
52.754844,1.3579,567
52.1333333,-4.5666667,568
52.35,-3.95,569
52.0666666,-3.6166666,570
52.25,-2.8833333,571
52.0833333,-2.8,572
52.1166666,-2.3,573
52.15,-2.0333333,574
52.453856,-1.748028,575
52.4833333,-1.6833333,576
52.369722,-1.479722,577
52.3666666,-1.3333333,578
52.072222,-0.616667,579
52.2166666,-0.4833333,580
52.357167,-0.107833,581
55.681944,-6.256667,582
52.205,0.175,583
52.36667,0.48333,584
52.4,0.56667,585
52.127283,0.956264,586
51.7,-5.05,587
51.7166667,-4.3666667,588
51.5666666,-3.9833333,589
51.5166666,-2.5833333,590
51.519444,-2.590833,591
51.894167,-2.167222,592
51.682167,-1.790028,593
51.8666666,-1.6833333,594
51.749964,-1.583617,595
51.616389,-1.095833,596
51.6833333,-0.8,597
51.553,-0.418167,598
51.874722,-0.368333,599
51.885,0.235,600
51.8833333,0.45,601
51.571389,0.695556,602
51.55,0.8333333,603
51.85,1.2833333,604
51.087167,-4.150339,605
51.0833333,-3.6,606
51.396667,-3.343333,607
51.404811,-3.43575,608
51.4833333,-3.1833333,609
51.382669,-2.719089,610
51.505144,-1.993428,611
51.2,-1.8,612
51.152189,-1.747414,613
51.15,-1.5666667,614
51.234139,-0.942825,615
51.330833,0.0325,616
51.275833,-0.776333,617
51.505278,0.055278,618
51.1438889,-0.2294444,619
51.4775,-0.461389,620
51.148056,-0.190278,621
51.5,-0.1166667,622
51.2166666,-0.1333333,623
51.3,-0.0833333,624
51.4666666,0.3,625
51.45,0.75,626
51.1333333,1.35,627
51.342222,1.346111,628
49.9166667,-6.3,629
50.2166666,-5.3166666,630
50.086092,-5.255711,631
50.15,-5.0666666,632
50.4333333,-5.0,633
50.5,-4.6666666,634
50.35,-4.1166667,635
50.422778,-4.105833,636
50.734444,-3.413889,637
50.8666666,-3.2333333,638
51.009358,-2.638819,639
50.5166666,-2.45,640
50.78,-1.8425,641
50.950261,-1.356803,642
50.5833333,-1.3,643
50.8166666,-0.9166666,644
50.8,-1.2166666,645
50.835556,-0.297222,646
50.9,0.3166666,647
50.956111,0.939167,648
49.706111,-2.214722,649
49.434956,-2.601969,650
49.207947,-2.195508,651
54.4,-7.65,652
54.7,-7.5833333,653
55.0666666,-7.0166666,654
55.042778,-7.161111,655
54.7166666,-6.8166666,656
54.8666666,-6.45,657
55.1833333,-6.1666666,658
54.6575,-6.215833,659
54.2333333,-6.5,660
54.618056,-5.8725,661
54.66865,-5.74847,662
51.8,-8.25,663
51.9333333,-10.25,664
51.841269,-8.491111,665
52.25,-6.3333333,666
52.6666666,-7.2666666,667
52.701978,-8.924817,668
53.0833333,-7.8833333,669
53.421333,-6.270075,670
53.7166666,-8.9833333,671
53.5333333,-7.3666666,672
54.1833333,-7.2333333,673
54.2333333,-10.0,674
54.4833333,-8.2333333,675
55.3666666,-7.3333333,676
66.15,-23.25,677
65.0833333,-22.7333333,678
63.96667,-22.6,679
64.13,-21.940556,680
63.8666666,-21.15,681
63.424303,-20.278875,682
65.7,-19.6166666,683
65.659994,-18.072703,684
63.7833333,-18.0666666,685
65.6333333,-16.1166666,686
66.45,-15.95,687
64.295556,-15.227222,688
65.75,-14.8333333,689
65.283333,-14.401389,690
65.0333333,-14.2333333,691
65.2666666,-13.5833333,692
76.531203,-68.703161,693
68.717,-52.8,694
69.233,-51.067,695
70.7333333,-52.7,696
66.95,-53.7333333,697
72.783,-56.167,698
65.417,-52.933,699
77.4833333,-69.3833333,700
74.0333333,-57.8166666,701
72.7833333,-56.1333333,702
70.6833333,-54.6166666,703
68.7,-52.85,704
77.4666666,-69.2166666,705
67.7833333,-53.9666666,706
67.016969,-50.689325,707
66.95,-53.7166666,708
65.0166666,-52.55,709
64.1666666,-51.75,710
62.5666666,-50.4166666,711
61.9833333,-49.7,712
60.75,-48.45,713
61.160517,-45.425978,714
60.7166667,-46.05,715
60.1333333,-45.2333333,716
59.9833333,-45.2,717
83.65,-33.3666666,718
81.6,-16.65,719
80.65,-13.7166666,720
76.7666667,-18.6666667,721
74.3,-20.2166667,722
70.4833333,-21.95,723
70.75,-22.65,724
67.7833333,-32.2833333,725
65.6,-37.6333333,726
65.5833333,-37.15,727
64.7833333,-40.3,728
61.9333333,-42.0666666,729
60.0333333,-43.1166667,730
72.5833333,-38.45,731
62.1,-7.6833333,732
61.4,-6.6666666,733
62.063628,-7.277219,734
62.0166666,-6.7666666,735
62.3166666,-6.3166666,736
56.9333333,8.6333333,737
55.72,4.8,738
57.0688,8.705225,739
57.092789,9.849164,740
57.1833333,9.95,741
57.3833333,10.3333333,742
57.503525,10.229372,743
57.7333333,10.6333333,744
56.5666666,10.1,745
56.7,8.2166666,746
56.0,8.15,747
56.297458,9.124628,748
55.990122,8.353906,749
56.5,9.5666666,750
56.300017,10.619008,751
56.0833333,10.1333333,752
56.7166666,11.5166666,753
55.525942,8.553403,754
55.55,8.0833333,755
55.1833333,8.5666666,756
55.5833333,8.25,757
55.740322,9.151778,758
55.436283,9.330925,759
55.225553,9.263931,760
54.964367,9.791731,761
54.85,9.9833333,762
55.476664,10.330933,763
55.25,9.8833333,764
55.0166667,10.5666667,765
55.25,11.3333333,766
54.8166666,11.0,767
54.8333333,11.3333333,768
54.699344,11.440117,769
54.5666666,11.95,770
55.1666666,11.1333333,771
55.7333333,11.6,772
55.75,10.8666666,773
55.767356,12.343369,774
56.2,11.7166666,775
56.1166666,12.35,776
56.0166666,11.2833333,777
55.585567,12.131428,778
55.4,12.15,779
54.95,12.5333333,780
55.617917,12.655972,781
55.7666666,12.5333333,782
55.5333333,12.7166666,783
55.063267,14.759558,784
55.3,14.7666666,785
52.1666666,4.4333333,786
52.923353,4.780625,787
54.85,4.7333333,788
52.308613,4.763889,789
53.25,4.9166667,790
52.65,4.9833333,791
53.4,5.35,792
53.2166666,3.2166666,793
56.3833333,2.05,794
52.2666666,4.3,795
61.2333333,1.15,796
52.5,4.6,797
52.1,5.1833333,798
52.127306,5.276194,799
52.9,5.3833333,800
52.460278,5.527222,801
52.0,3.2833333,802
51.45,3.6,803
51.9333333,3.6666667,804
53.2166667,3.2166667,805
52.2666667,4.3,806
53.228611,5.760556,807
52.7,5.8833333,808
52.060556,5.873056,809
53.4166666,6.2,810
52.4333333,6.2666666,811
52.7333333,6.5730556,812
53.11972,6.579444,813
52.0666666,6.65,814
53.2,7.15,815
52.27,6.874167,816
51.2333333,3.8666666,817
51.9333333,3.6666666,818
51.5333333,3.8833333,819
51.9833333,4.1,820
51.449092,4.342031,821
51.956944,4.437222,822
51.9666666,4.9333333,823
51.567389,4.931833,824
51.85,5.1333333,825
51.450139,5.374528,826
51.656389,5.708611,827
51.2,5.7666666,828
50.911658,5.770144,829
51.5,6.2,830
51.090278,2.652778,831
51.198889,2.862222,832
51.2333333,2.9166666,833
50.9333333,3.6666666,834
51.1833333,3.8,835
50.575833,3.831,836
50.6333333,5.45,837
50.8,4.35,838
50.459197,4.453817,839
51.189444,4.460278,840
50.901389,4.484444,841
51.3333333,4.5,842
50.243333,4.645833,843
50.75861,4.768333,844
51.0,5.0666667,845
50.035833,5.404167,846
50.637417,5.443222,847
51.168333,5.47,848
50.4833333,5.9166667,849
50.9333333,3.65,850
50.4666667,6.1833333,851
49.626575,6.211517,852
47.55,7.5833333,853
47.0,6.95,854
47.08385,6.792836,855
47.1333333,7.0666666,856
46.55,7.0166666,857
47.398644,8.648231,858
46.8166666,6.95,859
47.0833333,6.8,860
46.6,7.65,861
46.743333,8.11,862
47.4333333,6.95,863
46.8333333,6.5833333,864
47.6833333,8.6166666,865
47.6,9.2833333,866
46.75,7.2666666,867
46.9141,7.497153,868
46.9833333,7.4666666,869
47.3833333,8.0833333,870
47.0,7.9333333,871
47.25,7.7833333,872
47.4333333,7.8833333,873
47.0333333,8.3,874
46.8166666,8.4166666,875
46.943889,8.284167,876
46.9833333,8.25,877
47.3833333,8.5666666,878
47.181628,7.417189,879
47.4333333,8.5166666,880
47.4833333,8.4,881
47.464722,8.549167,882
46.8666666,8.6333333,883
47.2166666,8.6833333,884
47.4833333,8.9,885
47.25,9.35,886
47.4333333,9.4,887
47.485033,9.560775,888
47.0333333,9.0666666,889
47.3666666,8.95,890
46.238064,6.10895,891
46.4333333,6.1,892
46.4,6.2333333,893
46.5166666,6.6666666,894
46.3333333,6.9166666,895
45.8666666,7.1666666,896
46.219592,7.326764,897
46.1166666,7.5166666,898
46.3,7.4666666,899
46.3,7.85,900
46.55,7.9833333,901
46.6666666,7.8666666,902
46.5,7.5666666,903
46.5666666,8.3333333,904
46.5,8.3166666,905
46.0333333,7.75,906
46.65,8.6166666,907
46.45,8.5166666,908
46.5166666,8.6833333,909
46.4666666,8.9333333,910
46.2,8.8,911
46.1666666,8.7833333,912
46.17,8.88,913
46.004275,8.910578,914
45.85,8.9333333,915
46.8333333,9.8166666,916
46.7,8.85,917
46.4666666,9.1833333,918
46.8666666,9.5333333,919
46.5166666,9.1833333,920
46.4166666,9.8166666,921
46.5333333,9.8833333,922
46.35,10.0666666,923
46.8,10.2833333,924
46.8166666,9.85,925
47.1333333,9.5166666,926
50.7333333,1.6,927
50.514747,1.627339,928
50.143492,1.831892,929
51.05,2.3333333,930
50.221814,3.154236,931
49.7,-1.2666667,932
49.7166666,-1.9333333,933
49.65,-1.5,934
49.650106,-1.470281,935
49.533889,0.088056,936
49.35,-0.7666666,937
49.365339,0.154306,938
49.3666667,-1.8,939
49.384172,1.1748,940
49.028669,1.219864,941
49.5166667,-1.5,942
49.9333333,1.1,943
49.5333333,0.0833333,944
49.454444,2.112778,945
49.253547,2.519139,946
49.8166667,3.2,947
49.31,4.05,948
49.783942,4.647078,949
48.982142,6.251319,950
48.4833333,-5.05,951
48.0333333,-4.7333333,952
48.530258,-4.151642,953
48.6833333,-4.3333333,954
48.281703,-4.445017,955
48.447911,-4.418539,956
48.75,-4.0166667,957
48.75,-3.467,958
48.8333333,-3.4666666,959
48.754378,-3.471656,960
48.537777,-2.854445,961
48.587778,-2.08,962
48.069508,-1.734794,963
48.8333333,-1.6166667,964
48.0333333,-0.7333333,965
48.45,0.1166667,966
48.058142,1.376625,967
48.4666667,1.5166667,968
48.7666666,2.0,969
48.751922,2.106189,970
48.774406,2.201536,971
48.6,2.333,972
48.725278,2.359444,973
48.969444,2.441389,974
48.604725,2.671119,975
48.8166666,2.3333333,976
49.012779,2.55,977
48.776072,4.184492,978
48.322136,4.016703,979
48.636008,4.899417,980
48.2,6.4333333,981
48.692069,6.230458,982
48.583056,5.955,983
48.596667,2.331389,984
48.538319,7.628233,985
47.9166666,7.4,986
47.8,-4.3666666,987
47.974981,-4.167786,988
47.65,-3.5,989
47.760555,-3.44,990
47.3,-3.2183333,991
47.6,-2.7166666,992
47.2333333,-2.3,993
47.312189,-2.149181,994
47.153189,-1.610725,995
47.4833333,-0.6,996
47.948611,0.201667,997
47.432222,0.727606,998
47.678492,1.208844,999
47.3166667,1.6833333,1000
47.987778,1.760556,1001
47.058056,2.370278,1002
47.039014,5.42725,1003
47.053333,2.6325,1004
47.05,2.65,1005
47.002625,3.113333,1006
47.850193,3.497111,1007
47.26889,5.09,1008
47.85,5.3333333,1009
47.25,5.9833333,1010
47.783131,6.364056,1011
47.6333333,6.8666667,1012
47.589583,7.529914,1013
46.7,-2.3333333,1014
46.701944,-1.378625,1015
46.25,-1.5666667,1016
46.05,-1.4166666,1017
46.15,-1.15,1018
46.179167,-1.195278,1019
44.4333333,-1.25,1020
46.311303,-0.401503,1021
46.587745,0.306666,1022
46.862194,1.730667,1023
46.1666666,1.8666666,1024
46.224644,2.363292,1025
46.169689,3.403736,1026
46.412536,4.013264,1027
46.295103,4.795767,1028
46.6833333,5.5166666,1029
47.560278,-0.312222,1030
45.658333,-0.3175,1031
45.198055,0.815556,1032
45.862778,1.179444,1033
45.150833,1.469167,1034
45.93,6.88,1035
45.080689,3.762889,1036
45.540554,4.296389,1037
43.9073,4.901831,1038
45.727172,4.944275,1039
45.726387,5.090833,1040
45.987335,5.328445,1041
45.362944,5.329375,1042
45.22,5.85,1043
45.63805,5.880225,1044
45.6166666,6.7666666,1045
44.6333333,-1.25,1046
44.533333,-1.125,1047
44.828335,-0.715556,1048
44.174721,0.590556,1049
44.825279,0.518611,1050
44.75,1.4,1051
44.891388,2.421944,1052
44.407869,2.482672,1053
44.177776,2.515,1054
44.1166666,3.0166666,1055
44.1166666,3.5833333,1056
44.502108,3.532819,1057
43.9,4.9,1058
44.5333333,4.3666666,1059
44.5833333,4.7333333,1060
44.140481,4.866717,1061
44.0833333,5.05,1062
44.0666667,6.0,1063
44.5666666,6.5,1064
43.4,-1.6833333,1065
43.468419,-1.523325,1066
43.6833333,-1.0666667,1067
43.911667,-0.5075,1068
43.38,-0.418611,1069
43.178675,-0.006439,1070
43.687778,0.601667,1071
43.007764,1.10315,1072
43.629075,1.363819,1073
43.545555,1.3675,1074
43.913887,2.113056,1075
43.215978,2.306317,1076
43.3166666,3.35,1077
43.4,3.7,1078
43.323522,3.353903,1079
43.576194,3.963014,1080
43.8666667,4.4,1081
43.757444,4.416347,1082
43.522736,4.923844,1083
43.606415,5.10925,1084
43.435555,5.213611,1085
43.3333333,5.05,1086
43.1833333,5.5833333,1087
43.1,5.9333333,1088
43.0833333,5.9333333,1089
42.9166666,3.0666666,1090
43.097344,6.146028,1091
43.0,6.2333333,1092
43.384672,6.387139,1093
43.0333333,6.4666667,1094
43.54205,6.953478,1095
43.658411,7.215872,1096
